age,district_code,gender_code,vote_time_hour,original_index
1.27339028202826,1.494543851575241,-1.1832159566199232,-0.9072767633979886,0
0.39084256181065397,-1.7174144259329525,1.1832159566199232,-0.9072767633979886,1
-0.624087316439593,-1.6256441894327183,0.0,-0.9072767633979886,2
0.17020563175625247,-0.019665050678621683,1.1832159566199232,-0.9072767633979886,3
0.4790973338324146,-0.019665050678621683,0.0,-0.9072767633979886,4
1.0527533519738586,0.622726604823017,1.1832159566199232,-0.9072767633979886,5
0.17020563175625247,-0.019665050678621683,-1.1832159566199232,-0.9072767633979886,6
-2.080291054798643,1.1733480238244216,-1.1832159566199232,1.4743247405217308,7
-0.624087316439593,-1.6256441894327183,0.0,1.0773911565351109,8
0.17020563175625247,-0.019665050678621683,1.1832159566199232,1.0773911565351109,9
0.4790973338324146,-0.019665050678621683,0.0,0.28352398856187105,10
1.0527533519738586,0.622726604823017,1.1832159566199232,0.28352398856187105,11
0.17020563175625247,-0.019665050678621683,-1.1832159566199232,0.28352398856187105,12
-2.080291054798643,1.1733480238244216,-1.1832159566199232,1.8712583245083507,13
