age,district_code,gender_code,vote_time_hour,original_index,cluster
1.27339028202826,-1.043600035554059,-1.1832159566199232,-0.9072767633979886,0,0
0.3908425618106539,0.8179567846234514,1.1832159566199232,-0.9072767633979886,1,0
-0.624087316439593,-0.0282054063663259,0.0,-0.9072767633979886,2,0
0.1702056317562524,-0.8743675973561033,1.1832159566199232,-0.9072767633979886,3,0
0.4790973338324146,-0.8743675973561033,0.0,-0.9072767633979886,4,0
1.0527533519738586,1.4384757246826216,1.1832159566199232,-0.9072767633979886,5,0
0.1702056317562524,-0.8743675973561033,-1.1832159566199232,-0.9072767633979886,6,0
-2.080291054798643,1.3256540992173178,-1.1832159566199232,1.4743247405217308,7,1
-0.624087316439593,-0.0282054063663259,0.0,1.0773911565351109,8,0
0.1702056317562524,-0.8743675973561033,1.1832159566199232,1.0773911565351109,9,0
0.4790973338324146,-0.8743675973561033,0.0,0.283523988561871,10,0
1.0527533519738586,1.4384757246826216,1.1832159566199232,0.283523988561871,11,0
0.1702056317562524,-0.8743675973561033,-1.1832159566199232,0.283523988561871,12,0
-2.080291054798643,1.3256540992173178,-1.1832159566199232,1.8712583245083507,13,1
